tier,vertical,company,city,phone,website,contact_form_url,data_confidence,notes,already_known
4-Design / showroom,Design / Showroom,Floor & Decor Boynton Beach,Boynton Beach,,https://www.flooranddecor.com,https://www.flooranddecor.com/store/boynton_beach/FL/33426/133,indexed,Showroom. Big-box tile/cabinets/countertops - refers all install work out to contractors,
4-Design / showroom,Design / Showroom,Flooring SF,Boynton Beach,,https://www.flooringsf.com,https://www.flooringsf.com/,indexed,Showroom. Hardwood/carpet/LVT/tile; 3469 W Boynton Beach Blvd,
4-Design / showroom,Design / Showroom,Line Creations & Design,Boynton Beach,,,https://www.houzz.com/professionals/interior-designers-and-decorators/line-creations-and-design-interior-design-pfvwus-pf~1045030464,indexed,InteriorDesign. Boynton Beach / Lake Worth. Own domain not found via search,
4-Design / showroom,Design / Showroom,Scarsdale Tile and Carpet,Boynton Beach,,https://www.scarsdaletile.com,https://www.scarsdaletile.com/,indexed,Showroom. Large-format porcelain/stone/wood; tri-county; flooring install only no carpentry,
4-Design / showroom,Design / Showroom,Simply Home Interiors,Boynton Beach,,,https://www.houzz.com/professionals/interior-designers-and-decorators/simply-home-interiors-pfvwus-pf~2017840619,indexed,InteriorDesign. Design-only; closet design/color/blinds; Boynton/Lake Worth/Royal Palm Beach. Own domain not found via search,
4-Design / showroom,Design / Showroom,Valentina Decorative Floors,Boynton Beach,,https://valentinadecorativefloors.com,https://valentinadecorativefloors.com/,indexed,Showroom. Decorative flooring; Boynton/Boca/Delray/Lake Worth/Wellington,
4-Design / showroom,Design / Showroom,Ames International Architecture,Delray Beach,,https://amesint.com,https://amesint.com/,indexed,Architect. Design-only residential + commercial; Palm Beach/Broward/Miami-Dade,
4-Design / showroom,Design / Showroom,Leighton Design Group,Delray Beach,,https://leightondesign.com,https://leightondesign.com/,indexed,InteriorDesign. Design-only full-service studio; elegant custom interiors,
4-Design / showroom,Design / Showroom,Olga Adler Interiors,Delray Beach,,https://delraybeachinteriors.com,https://delraybeachinteriors.com/contact-olga-adler-interiors/,unconfirmed,"InteriorDesign. Design-only boutique studio; Delray/Boca/Highland Beach/Gulf Stream. Phone omitted: only prose value seen was a 203 (Connecticut) area code, unconfirmed",
4-Design / showroom,Design / Showroom,Architect Stergas & Associates,Jupiter,,http://www.architectstergas.com,http://www.architectstergas.com/,indexed,Architect. Design-only licensed residential + commercial since 1991,
4-Design / showroom,Design / Showroom,Custom Cabinetry of the Palm Beaches,Jupiter,,https://customcabinetrypb.com,https://customcabinetrypb.com/about-1,indexed,Millwork-Stone. Family-owned 20+ yrs; 840 Jupiter Park Dr #105; Palm Beach + Martin counties,
4-Design / showroom,Design / Showroom,Kirchhoff & Associates Architects,Jupiter,,,https://www.classicist.org/membership-directory/kirchhoff-associates-architects-1/,indexed,Architect. Design-only; Thomas Kirchhoff; classical/traditional residences since 1994,
4-Design / showroom,Design / Showroom,Palm Beach Cabinet Company,Jupiter,,https://palmbeachcabinet.com,http://palmbeachcabinet.com/about-us/,indexed,Millwork-Stone. Custom cabinetry design/supply since 2002; 861 Jupiter Park Dr; supply-focused so needs installer,
4-Design / showroom,Design / Showroom,Rogers Design Group,Jupiter,,https://www.rogersdesign.com,https://www.rogersdesign.com/contact,indexed,InteriorDesign. Design-only; Lorraine Rogers-Bolton ASID; 30+ yrs; Jupiter/Tequesta/PBG/Singer Island,
4-Design / showroom,Design / Showroom,Stacy Miller Design,Jupiter,,https://stacymillerdesign.com,https://stacymillerdesign.com/,indexed,InteriorDesign. Design-only residential across PBC incl. Palm Beach Gardens,
4-Design / showroom,Design / Showroom,Waterview Kitchens,Jupiter,,https://waterviewkitchens.com,https://waterviewkitchens.com/,unconfirmed,Millwork-Stone. Custom cabinetry kitchens/baths/office; city unconfirmed,
4-Design / showroom,Design / Showroom,Willow Design Group,Jupiter,,https://www.willowdesigngroup.com,https://www.willowdesigngroup.com/,unconfirmed,InteriorDesign. Jupiter-based residential designer; design-only unconfirmed,
4-Design / showroom,Design / Showroom,Marcos Stone Works,Lake Worth,,https://mstoneworks.com,https://mstoneworks.com/stone-countertops-west-palm-beach/,indexed,Millwork-Stone. 15+ yrs custom stone countertop fabrication; Lake Worth serving WPB,
4-Design / showroom,Design / Showroom,Padron Flooring & Design Center,Lake Worth,,https://padronflooring.com,https://padronflooring.com/,indexed,Showroom. One of the largest tile showrooms in FL; since 1979; flooring only no carpentry,
4-Design / showroom,Design / Showroom,Bonilla Torregroza Architecture,Palm Beach,,,,unconfirmed,"Architect. High-end residential; Palm Beach/Jupiter/Wellington. No domain or listing URL surfaced - unconfirmed, name from prose summary",
4-Design / showroom,Design / Showroom,Conley Design Studio,Palm Beach,,https://conleydesigninc.com,https://conleydesigninc.com/,unconfirmed,InteriorDesign. Palm Beach / West Palm Beach residential; design-only unconfirmed,
4-Design / showroom,Design / Showroom,Studio KHORA,Palm Beach,,https://www.studiokhora.com,https://www.studiokhora.com/contemporary-houses,unconfirmed,Architect. Contemporary luxury houses; Palm Beach to Jupiter Island; design-only unconfirmed,
4-Design / showroom,Design / Showroom,Empire Stone,Riviera Beach,,https://empirepalmbeach.com,https://empirepalmbeach.com/,indexed,Millwork-Stone. Family-owned stone fabricator since 2001; Palm Beach/Broward/Martin,
4-Design / showroom,Design / Showroom,Kelly O'Neil Design,Wellington,,https://www.kellyoneildesign.com,https://www.kellyoneildesign.com/,indexed,InteriorDesign. Design-only luxury residential; whole-home renovations; Jupiter Island to Delray,
4-Design / showroom,Design / Showroom,Brown Design Studio,West Palm Beach,,https://www.browndesignstudio.com,https://www.browndesignstudio.com/contact,indexed,InteriorDesign. Design-only full-service studio; 20+ yrs experience,
4-Design / showroom,Design / Showroom,Granite & Marble World,West Palm Beach,,https://granitepalmbeach.com,https://granitepalmbeach.com/,indexed,Millwork-Stone. Granite/marble/quartzite/quartz fabrication + install; countertops only no carpentry,
4-Design / showroom,Design / Showroom,International Granite and Stone (IGS),West Palm Beach,,https://www.igscountertops.com,https://www.igscountertops.com/west-palm-beach-location/,indexed,Millwork-Stone. Cambria quartz + natural stone slab warehouse; slab supplier needs fabricator/installer partners,
4-Design / showroom,Design / Showroom,Linea Studio,West Palm Beach,,https://www.thelineastudio.com,https://www.thelineastudio.com/our-showroom/west-palm-beach-showroom,indexed,Showroom. Italian kitchen/bath/closet systems; 417 Northwood Rd design district; sells systems needs installer,
4-Design / showroom,Design / Showroom,Palm Beach Countertops,West Palm Beach,,https://palmbeachcountertops.com,https://palmbeachcountertops.com/,indexed,Millwork-Stone. Countertop fabricator based in West Palm Beach,
5-Property mgmt / HOA,Property Mgmt / HOA,Jupiter Management,Jupiter,561-743-4607,https://www.jupitermgt.com/,https://www.jupitermgt.com/contact-us/,indexed,HOA and condo management focused on northern Palm Beach County,
5-Property mgmt / HOA,Property Mgmt / HOA,Associated Property Management of the Palm Beaches,West Palm Beach,561-588-7210,http://apm247.net/,http://apm247.net/about-us/,indexed,Formed 1988 - reported 75+ associations countywide - very high turnover volume,
5-Property mgmt / HOA,Property Mgmt / HOA,Hawk-Eye Management Inc,Boca Raton,,https://www.hawkeyemanagementinc.com/,,indexed,Residential and commercial association management - Boca Raton and West Palm Beach pages,
5-Property mgmt / HOA,Property Mgmt / HOA,RealManage - Boca Raton,Boca Raton,,https://realmanage.com/locations/florida/boca-raton/,,indexed,National brand with Boca Raton location - large HOA portfolio in south county,
5-Property mgmt / HOA,Property Mgmt / HOA,JMA Community Management,Boynton Beach,,https://jmamanagement.net/,,indexed,HOA and condo management - Gateway Blvd Boynton Beach office,
5-Property mgmt / HOA,Property Mgmt / HOA,Spectrum Association Management - Boynton Beach,Boynton Beach,,https://spectrumam.com/florida/boynton-beach-hoa-management/,,indexed,Out-of-state parent with Boynton Beach HOA service page - confirm local staffing before outreach,
5-Property mgmt / HOA,Property Mgmt / HOA,Mangrove Property Management,Jupiter,,https://www.mangrovepm.com/,,indexed,Serves Juno Beach Jupiter North Palm Beach Palm Beach Gardens Singer Island and Tequesta,
5-Property mgmt / HOA,Property Mgmt / HOA,SkyRun Palm Beach,Palm Beach,,https://skyrun.com/palm-beach/management/,,indexed,STR management for Palm Beach Palm Beach Gardens and Palm Beach Island,
5-Property mgmt / HOA,Property Mgmt / HOA,iTrip Palm Beach,Palm Beach,,https://palmbeach.itrip.co/,,indexed,STR management covering Delray Highland Beach Lake Worth PBG Wellington and WPB,
5-Property mgmt / HOA,Property Mgmt / HOA,Blue Coast Management,Palm Beach County,,https://bluecoastmanage.com/palm-beach-county-airbnb-management/,,indexed,South Florida Airbnb/STR management - PBC landing page,
5-Property mgmt / HOA,Property Mgmt / HOA,Digsify Property Management,Palm Beach County,,https://go.digsify.com/,,indexed,Short-term vacation rental management focused on Palm Beach County,
5-Property mgmt / HOA,Property Mgmt / HOA,Home Team Luxury Rentals,Palm Beach County,,https://hometeamluxuryrentals.com/management/florida/palm-beach-county,,indexed,Luxury STR management - upscale units mean higher-spec interior refresh work,
5-Property mgmt / HOA,Property Mgmt / HOA,Association Management Services LLC,Palm Beach County - city unconfirmed,,https://camams.com/,https://camams.com/about-us,indexed,Community association management firm surfaced in Delray/Wellington search - office city not confirmed,
5-Property mgmt / HOA,Property Mgmt / HOA,Campbell Property Management,Palm Beach Gardens,,https://www.campbellpropertymanagement.com/,,indexed,Condos HOAs and high-rises - site references executing community renovations,
5-Property mgmt / HOA,Property Mgmt / HOA,CAMS Association Management,Wellington,,,,indexed,Wellington office on State Road 7 - established 1993 - own website not confirmed,
5-Property mgmt / HOA,Property Mgmt / HOA,JILSA Management LLC,West Palm Beach,,https://jilsamanagement.com/,,indexed,Full-service HOA and condo management with in-house maintenance crew - service pages for most PBC cities,
5-Property mgmt / HOA,Property Mgmt / HOA,MyHosti,West Palm Beach,,https://myhosti.com/,,indexed,Vacation rental property management and guest services based West Palm Beach,
5-Property mgmt / HOA,Property Mgmt / HOA,Palm Beach Managers LLC,West Palm Beach,,https://www.palmbeach4rent.com/,,indexed,Manages rehabbed single-family homes and investor condos - renovation-heavy portfolio,
5-Property mgmt / HOA,Property Mgmt / HOA,RPM Sunstate - Palm Beach County,West Palm Beach,,https://www.rpmsunstate.com/areas-we-serve/palm-beach-county-office,,indexed,Dedicated PBC office - markets fast turnover scheduling for repairs and re-listing,
5-Property mgmt / HOA,Property Mgmt / HOA,Seacrest Services,West Palm Beach,,https://www.seacrestservices.com/,,indexed,Community association management plus in-house maintenance division countywide,
5-Property mgmt / HOA,Property Mgmt / HOA,VILLAVANA,West Palm Beach,,https://www.villavanamanagement.com/,,indexed,Locally owned STR management across WPB Jupiter Juno Lake Worth NPB PBG Riviera Beach Singer Island,
6-Trades / real estate,Trades / Real Estate,Alphatec Electric,Boca Raton,(561) 629-8240,https://alphatecelectric.com/,,indexed,Electrical - Boca Raton residential electrician; phone from page title,
6-Trades / real estate,Trades / Real Estate,Gustafson Roofing Inc,Boynton Beach,561-880-3456,https://giroofers.com/,,indexed,Roofing - long-established Boynton roofer in homes daily; phone from page title,
6-Trades / real estate,Trades / Real Estate,Jupiter Roofing & Sheet Metal Inc,Jupiter,561-746-4066,https://www.jupiterroofing.com/,https://www.jupiterroofing.com/contact-us,indexed,Roofing - established north-county roofer; phone from directory page title,
6-Trades / real estate,Trades / Real Estate,Boca Electrical Service,Boca Raton,,https://bocaelectricalservices.com/,https://bocaelectricalservices.com/contact-us/,indexed,Electrical - 24/7 Boca Raton electrician serving greater Palm Beach County,
6-Trades / real estate,Trades / Real Estate,Boca Expert Realty LLC,Boca Raton,,https://www.bocaexpert.com/,,indexed,Brokerage - small Boca Raton independent brokerage,
6-Trades / real estate,Trades / Real Estate,Boca Impact Window and Door,Boca Raton,,https://www.bocaimpactwd.com/,,indexed,WindowsDoors - Boca Raton impact window and door installer,
6-Trades / real estate,Trades / Real Estate,Boca Luxury Condo Team,Boca Raton,,https://www.bocaluxurycondos.com/,https://www.bocaluxurycondos.com/contact/,indexed,Realtor team - Boca Raton luxury condo specialists; condo interior refresh work,
6-Trades / real estate,Trades / Real Estate,Boca Palm Estates,Boca Raton,,https://bocapalmestates.com/,,indexed,Investor-Flipper - partners with investors on renovation and resale projects in South Florida,
6-Trades / real estate,Trades / Real Estate,Broten Garage Door Sales,Boca Raton,,https://www.broten.com/,,indexed,OtherTrade garage doors - long-running South Florida garage door company,
6-Trades / real estate,Trades / Real Estate,Caldwell Roofing,Boca Raton,,https://caldwellroofing.com/,,unconfirmed,Roofing - Boca Raton re-roof and repair contractor; details unconfirmed,
6-Trades / real estate,Trades / Real Estate,Champagne & Parisi at Compass,Boca Raton,,https://www.bocaratonrealestate.com/,https://www.bocaratonrealestate.com/contact/,indexed,Realtor team - Boca and Delray luxury team with second site delraybeachrealestate.com,
6-Trades / real estate,Trades / Real Estate,Elite Power Solutions,Boca Raton,,https://www.elitepowersolutions.net/,,indexed,Electrical - electrical contractor covering Palm Beach County,
6-Trades / real estate,Trades / Real Estate,Engel & Volkers Boca Raton (Ledwitz),Boca Raton,,https://ledwitz.com/,,indexed,Realtor - owner brokers Michael and Wendy Ledwitz in Boca Raton,
6-Trades / real estate,Trades / Real Estate,FR Pavers & Stone,Boca Raton,,https://www.frpavers.com/,,indexed,Landscape - hardscape and paver contractor covering Boca Delray and Boynton,
6-Trades / real estate,Trades / Real Estate,HouseMaster of Boca Raton,Boca Raton,,https://housemaster.com/boca-raton-delray-home-inspection,https://housemaster.com/boca-raton-delray-home-inspection/contact-us,indexed,HomeInspector - franchise with heavy realtor referral flow in Boca and Delray,
6-Trades / real estate,Trades / Real Estate,Palm Air A/C,Boca Raton,,https://www.palmairac.com/,https://www.palmairac.com/contact/,indexed,HVAC - Boca Raton AC company serving Palm Beach and Broward,
6-Trades / real estate,Trades / Real Estate,ProShield Property Inspections,Boca Raton,,https://www.proshieldinspect.com/,https://www.proshieldinspect.com/contact/,indexed,HomeInspector - Boca Raton and Delray Beach inspections,
6-Trades / real estate,Trades / Real Estate,Rack Electric,Boca Raton,,https://rackelectric.com/,https://rackelectric.com/contact/,indexed,Electrical - generators EV chargers and whole-home electrical; in high-end Boca homes weekly,
6-Trades / real estate,Trades / Real Estate,STS Impact Windows Doors & Roofing,Boca Raton,,https://stswindows.com/,https://stswindows.com/contact/,indexed,WindowsDoors - impact window and door installer; exterior only no interior finish work,
6-Trades / real estate,Trades / Real Estate,Statewide Windows & Doors,Boca Raton,,https://www.statewideimpactwindows.com/,https://www.statewideimpactwindows.com/contact-us/,indexed,WindowsDoors - 25+ years impact window and door installer in Boca Raton,
6-Trades / real estate,Trades / Real Estate,The Doorman (Palm Beach Doors),Boca Raton,,https://www.palmbeachdoors.com/,,indexed,OtherTrade garage doors - Boca Raton garage door dealer and installer,
6-Trades / real estate,Trades / Real Estate,The Worth Group,Boca Raton,,https://theworthgrp.com/,,indexed,Realtor team - Boca Raton agents and realtors,
6-Trades / real estate,Trades / Real Estate,Jeffrey J. Katz Real Estate,Boynton Beach,,https://www.jeffreyjkatz.com/,,indexed,Realtor - 55+ active adult community specialist; dated condos needing kitchen and bath updates,
6-Trades / real estate,Trades / Real Estate,NV Realty Group,Boynton Beach,,https://www.nvrealtygroup.com/,,indexed,Brokerage - Boynton Beach and central county listings,
6-Trades / real estate,Trades / Real Estate,Priority Home Buyers,Boynton Beach,,https://priorityhomebuyers.com/,,indexed,Investor-Flipper - Boynton Beach cash buyer since 2007,
6-Trades / real estate,Trades / Real Estate,SeaBreeze Roofing,Boynton Beach,,https://seabreezeroof.com/,,indexed,Roofing - Boynton Beach and Palm Beach County repair and replacement,
6-Trades / real estate,Trades / Real Estate,CORE Cash Home Buyers,Delray Beach,,https://www.corecashhomebuyers.com/,,indexed,Investor-Flipper - Delray Beach and Boynton Beach cash buyer,
6-Trades / real estate,Trades / Real Estate,Dalton Plumbing LLC,Delray Beach,,https://daltonplumbingservices.com/,,indexed,Plumbing - small owner-operator covering all of Palm Beach County,
6-Trades / real estate,Trades / Real Estate,EXIT Realty Delray,Delray Beach,,https://exitrealtydelray.com/,,indexed,Brokerage - independent Delray Beach office,
6-Trades / real estate,Trades / Real Estate,LAER Realty Partners - Delray Beach,Delray Beach,,https://www.laerrealty.com/offices/165152-delray-beach-fl,,indexed,Brokerage - Delray Beach branch office,
6-Trades / real estate,Trades / Real Estate,The Plumbing Experts Inc,Delray Beach,,https://plumbingexperts.com/,,indexed,Plumbing - large South Florida service plumber; high call volume inside homes,
6-Trades / real estate,Trades / Real Estate,Treasurescapes,Delray Beach,,https://treasurescapesfl.com/,,indexed,Landscape - design build landscape firm serving Delray WPB Wellington and Boca,
6-Trades / real estate,Trades / Real Estate,Brown Mechanical Services,Jupiter,,https://brownmechanicalservices.com/,,indexed,HVAC - Jupiter and Palm Beach Gardens AC contractor,
6-Trades / real estate,Trades / Real Estate,Waterfront Properties & Club Communities,Jupiter,,https://www.waterfront-properties.com/,https://www.waterfront-properties.com/contact.php,indexed,Brokerage - Jupiter luxury waterfront and club community specialist,
6-Trades / real estate,Trades / Real Estate,Ward's Plumbing Services,Lantana,,https://southfloridaplumber.com/,,indexed,Plumbing - family owned since 1980 covering Lantana and Lake Worth,
6-Trades / real estate,Trades / Real Estate,Duke's Air Conditioning & Heating,North Palm Beach,,https://www.whyduke.com/,,indexed,HVAC - covers Tequesta Jupiter Palm Beach Gardens Lake Park and Juno Beach,
6-Trades / real estate,Trades / Real Estate,Donohue Real Estate,Palm Beach,,https://donohuerealestate.com/,,indexed,Brokerage - Palm Beach island corporate office plus three PBC locations,
6-Trades / real estate,Trades / Real Estate,Code Red Roofers,Palm Beach Gardens,,https://coderedroofers.com/,https://coderedroofers.com/contact-us/,unconfirmed,Roofing - publishes a dedicated Realtors referral page so already runs a referral program; PBG office address from prose so unconfirmed,
6-Trades / real estate,Trades / Real Estate,The Tricoli Team,Palm Beach Gardens,,https://www.tricoliteam.com/,,indexed,Realtor team - high-volume team across Palm Beach and Treasure Coast,
6-Trades / real estate,Trades / Real Estate,Our Family Buys Homes,Riviera Beach,,https://ourfamilybuyshomes.com/,https://ourfamilybuyshomes.com/contact-us/,indexed,Investor-Flipper - buys Palm Beach County homes for cash; renovates before resale,
6-Trades / real estate,Trades / Real Estate,Buckeye Plumbing Inc,Royal Palm Beach,,https://www.buckeyeplmg.com/,https://www.buckeyeplmg.com/contact-us/,indexed,Plumbing - major central-county service plumber with WPB and Jupiter coverage,
6-Trades / real estate,Trades / Real Estate,L.B. Rowe Inc,Royal Palm Beach,,http://www.lbrowe.com/,,indexed,Pool - custom pool spa and deck builder for Palm Beach County,
6-Trades / real estate,Trades / Real Estate,Haig Landscape Inc,Wellington,,https://www.haiglandscape.com/,https://www.haiglandscape.com/contact/,indexed,Landscape - luxury estate landscaping in Wellington and Palm Beach island; affluent referral base,
6-Trades / real estate,Trades / Real Estate,Palm Pool & Spa Inc,Wellington,,https://www.palmpoolandspainc.com/,https://www.palmpoolandspainc.com/contact-us,indexed,Pool - Wellington custom pool design build and repair,
6-Trades / real estate,Trades / Real Estate,RE/MAX Excellence,Wellington,,https://www.remax-excellence-fl.com/,,indexed,Brokerage - Wellington Royal Palm Beach and Jupiter luxury focus,
6-Trades / real estate,Trades / Real Estate,United Realty Group Wellington,Wellington,,https://www.unitedrealtygroupwellington.com/,,unconfirmed,Brokerage - 275+ agents in Palm Beach County per site copy; unconfirmed,
6-Trades / real estate,Trades / Real Estate,Wellington Home Team (Hansen Real Estate Group),Wellington,,https://wellingtonhometeam.com/,,indexed,Realtor team - Wellington specialist since 2001,
6-Trades / real estate,Trades / Real Estate,Aztil Air Conditioning,West Palm Beach,,https://www.aztilac.com/,https://www.aztilac.com/contact/,indexed,HVAC - large WPB and Riviera Beach AC company with big residential base,
6-Trades / real estate,Trades / Real Estate,Blue Energy Electric,West Palm Beach,,https://www.blueenergyelectric.com/,,indexed,OtherTrade solar and electric - 13+ years in Palm Beach County,
6-Trades / real estate,Trades / Real Estate,Cooling Advisors,West Palm Beach,,https://www.coolingadvisors.com/,https://www.coolingadvisors.com/contact,indexed,HVAC - West Palm Beach residential AC contractor,
6-Trades / real estate,Trades / Real Estate,Elite Property Inspection & Management,West Palm Beach,,https://myeliteinspector.com/,https://myeliteinspector.com/contact-us/,indexed,HomeInspector - sees every pre-sale deferred maintenance list; natural remodel handoff,
6-Trades / real estate,Trades / Real Estate,Florida Cash Home Buyers,West Palm Beach,,https://www.floridacashhomebuyers.com/,,indexed,Investor-Flipper - buying in WPB and Boynton since 2011,
6-Trades / real estate,Trades / Real Estate,Impact Windows & Doors of South Florida,West Palm Beach,,https://www.impactwindowsdoors.com/,https://www.impactwindowsdoors.com/contact-company.html,indexed,WindowsDoors - West Palm Beach impact window company,
6-Trades / real estate,Trades / Real Estate,Palm Beach County Handyman,West Palm Beach,,https://www.palmbeachcohandyman.com/,,indexed,Handyman - small-job handyman who declines larger jobs; natural referrer,
6-Trades / real estate,Trades / Real Estate,Palm Beach Epoxy Pros,West Palm Beach,,https://palmbeachepoxypros.com/,,indexed,OtherTrade epoxy floors - garage and polished concrete coatings across PBC,
6-Trades / real estate,Trades / Real Estate,Palm Beach Inspections LLC,West Palm Beach,,https://pbinspect.com/,https://pbinspect.com/contact,indexed,HomeInspector - West Palm Beach residential and commercial inspector,
6-Trades / real estate,Trades / Real Estate,Pool Tek of the Palm Beaches,West Palm Beach,,https://www.pooltekofpb.com/,https://www.pooltekofpb.com/contact.php,indexed,Pool - pool builder and renovator; backyard remodel clients often doing interiors next,
6-Trades / real estate,Trades / Real Estate,Supreme Pressure Washing LLC,West Palm Beach,,https://www.supremepresswashingllc.com/,https://www.supremepresswashingllc.com/contact-us,indexed,OtherTrade exterior cleaning - does pre-listing curb appeal prep work,
9-SKIP competitor,Design / Showroom,Schrapper's Fine Cabinetry & Design,Jupiter,561-746-3827,https://schrappers.com,https://schrappers.com/contact/,indexed,"Millwork-Stone. 42 yrs custom cabinetry; 240 W Indiantown Rd; Jupiter/WPB/PBG. Phone from indexed page title, reliable. NOTE Yelp lists them under General Contractors - qualify for in-house crew",
9-SKIP competitor,Design / Showroom,Allure Closets,Boca Raton,,,https://www.houzz.com/professionals/cabinets-and-cabinetry/allure-closets-pfvwus-pf~1295412713,indexed,"Showroom. Closets + custom built-ins/bookcases/shelving - direct millwork overlap, could be partner or competitor, qualify carefully. Own domain not found via search",
9-SKIP competitor,Design / Showroom,GMFI Stone and Cabinetry,Boynton Beach,,https://countertopspalmbeach.com,https://countertopspalmbeach.com/,indexed,"Millwork-Stone. Cabinets + countertop fabrication; 501 Industrial Ave. CAUTION prose says they do full kitchen/bath renovations - may be a competitor, qualify first",
9-SKIP competitor,Restoration / Adjuster,Paul Davis Restoration & Remodeling of Palm Beach County North,Boynton Beach,,https://palm-beach-county-north.pauldavis.com,https://palm-beach-county-north.pauldavis.com/contact/,indexed,Restoration; national franchise local office; brand name explicitly includes Remodeling so they likely self-perform reconstruction - weaker fit; may still overflow finish work,
9-SKIP competitor,Design / Showroom,Domaine Luxe,Delray Beach,,https://domaineluxe.com,https://domaineluxe.com/home-staging,indexed,InteriorDesign + Stager. Bespoke residential renovations and new builds - verify whether they carry an in-house crew; Best Home Staging Firm 2023 SE FL,
